accuracy	dm_source_file	leksikalnost	rec	trial_number	NoM	RT
89.74358974	02-2018A.csv	rec	KANAL	61	2	597
93.61702128	09-2018B.csv	rec	KANAL	61	2	526
86.09271523	10-2018A.csv	rec	KANAL	61	2	556
94.68599034	1-2018A.csv	rec	KANAL	61	2	634
96.34146341	12-2018B.csv	rec	KANAL	61	2	656
86.79245283	14-2018B.csv	rec	KANAL	61	2	482
88.46153846	18-2018B.csv	rec	KANAL	61	2	719
84.3373494	19-2018B.csv	rec	KANAL	61	2	527
89.9408284	20-2018A.csv	rec	KANAL	61	2	574
95.07042254	21-2018A.csv	rec	KANAL	61	2	403
92.70833333	23-2018B.csv	rec	KANAL	61	2	380
89.58333333	26-2018A.csv	rec	KANAL	61	2	812
93.68932039	31-2018A.csv	rec	KANAL	61	2	515
93.16770186	33-2018A.csv	rec	KANAL	61	2	506
92.59259259	34-2018B.csv	rec	KANAL	61	2	765
85.81560284	35-2018A.csv	rec	KANAL	61	2	750
84.82142857	36-2018B.csv	rec	KANAL	61	2	717
94.52054795	37-2018A.csv	rec	KANAL	61	2	815
98.55072464	40-2018A.csv	rec	KANAL	61	2	570
87.69230769	4-2018B.csv	rec	KANAL	61	2	1251
89.17197452	42-2018A.csv	rec	KANAL	61	2	541
90	43-2018A.csv	rec	KANAL	61	2	574
92.98245614	44-2018B.csv	rec	KANAL	61	2	584
88.82978723	45-2018A.csv	rec	KANAL	61	2	529
96.07843137	48-2018A.csv	rec	KANAL	61	2	611
77.92207792	50-2018A.csv	rec	KANAL	61	2	558
85.18518519	53-2018B.csv	rec	KANAL	61	2	716
91.93548387	54-2018B.csv	rec	KANAL	61	2	545
93.26923077	55-2018B.csv	rec	KANAL	61	2	917
96.26865672	56-2018A.csv	rec	KANAL	61	2	436
89.0625	56-2018B.csv	rec	KANAL	61	2	630
85.02673797	59-2018A.csv	rec	KANAL	61	2	775
95.83333333	61-2018B.csv	rec	KANAL	61	2	579
95.55555556	6-2018B.csv	rec	KANAL	61	2	502
91.85520362	63-2018A.csv	rec	KANAL	61	2	543
95.53571429	65-2018B.csv	rec	KANAL	61	2	510
91.66666667	67-2018B.csv	rec	KANAL	61	2	675
94.33962264	68-2018B.csv	rec	KANAL	61	2	511
92.15686275	7-2018A.csv	rec	KANAL	61	2	531
98.85057471	73-2018A.csv	rec	KANAL	61	2	428
94.28571429	8-2018A.csv	rec	KANAL	61	2	633
96.66666667	99-2018B.csv	rec	KANAL	61	2	669
92.41706161	09-2018B.csv	rec	KLIKTANJE	74	1	661
85.91549296	10-2018A.csv	rec	KLIKTANJE	74	1	1245
94.44444444	1-2018A.csv	rec	KLIKTANJE	74	1	1230
95.74468085	12-2018B.csv	rec	KLIKTANJE	74	1	959
92.1875	14-2018B.csv	rec	KLIKTANJE	74	1	585
94.44444444	18-2018B.csv	rec	KLIKTANJE	74	1	659
89	19-2018B.csv	rec	KLIKTANJE	74	1	709
94.87179487	20-2018A.csv	rec	KLIKTANJE	74	1	642
89.65517241	21-2018A.csv	rec	KLIKTANJE	74	1	685
90.3030303	23-2018B.csv	rec	KLIKTANJE	74	1	588
87.93103448	26-2018A.csv	rec	KLIKTANJE	74	1	1208
92.78350515	31-2018A.csv	rec	KLIKTANJE	74	1	637
91.30434783	33-2018A.csv	rec	KLIKTANJE	74	1	859
93.6416185	34-2018B.csv	rec	KLIKTANJE	74	1	677
79.06976744	35-2018A.csv	rec	KLIKTANJE	74	1	1071
83.83233533	36-2018B.csv	rec	KLIKTANJE	74	1	548
96.1038961	37-2018A.csv	rec	KLIKTANJE	74	1	976
100	40-2018A.csv	rec	KLIKTANJE	74	1	1008
88.1443299	4-2018B.csv	rec	KLIKTANJE	74	1	868
91.46341463	42-2018A.csv	rec	KLIKTANJE	74	1	556
89.77272727	43-2018A.csv	rec	KLIKTANJE	74	1	915
91.21621622	44-2018B.csv	rec	KLIKTANJE	74	1	947
93.05555556	45-2018A.csv	rec	KLIKTANJE	74	1	968
96.93877551	48-2018A.csv	rec	KLIKTANJE	74	1	839
72.4137931	50-2018A.csv	rec	KLIKTANJE	74	1	1145
86.03603604	53-2018B.csv	rec	KLIKTANJE	74	1	779
90.90909091	54-2018B.csv	rec	KLIKTANJE	74	1	771
94.61883408	55-2018B.csv	rec	KLIKTANJE	74	1	833
97.05882353	56-2018A.csv	rec	KLIKTANJE	74	1	596
93.75	56-2018B.csv	rec	KLIKTANJE	74	1	986
85.54216867	59-2018A.csv	rec	KLIKTANJE	74	1	1298
95.94594595	61-2018B.csv	rec	KLIKTANJE	74	1	958
98.07692308	63-2018A.csv	rec	KLIKTANJE	74	1	920
96.2406015	65-2018B.csv	rec	KLIKTANJE	74	1	731
87.62376238	67-2018B.csv	rec	KLIKTANJE	74	1	757
93.125	68-2018B.csv	rec	KLIKTANJE	74	1	735
93.25842697	7-2018A.csv	rec	KLIKTANJE	74	1	1136
99.06542056	73-2018A.csv	rec	KLIKTANJE	74	1	546
100	8-2018A.csv	rec	KLIKTANJE	74	1	561
94.48275862	99-2018B.csv	rec	KLIKTANJE	74	1	712
88.0733945	02-2018A.csv	rec	KLUB	90	1	487
92.30769231	09-2018B.csv	rec	KLUB	90	1	677
86.48648649	10-2018A.csv	rec	KLUB	90	1	488
95.23809524	1-2018A.csv	rec	KLUB	90	1	511
96.1038961	12-2018B.csv	rec	KLUB	90	1	762
92.42424242	14-2018B.csv	rec	KLUB	90	1	714
94.48275862	18-2018B.csv	rec	KLUB	90	1	747
90.34482759	19-2018B.csv	rec	KLUB	90	1	497
87.95180723	20-2018A.csv	rec	KLUB	90	1	720
94.91525424	21-2018A.csv	rec	KLUB	90	1	438
91.36363636	23-2018B.csv	rec	KLUB	90	1	791
85.10638298	26-2018A.csv	rec	KLUB	90	1	504
93.24324324	31-2018A.csv	rec	KLUB	90	1	468
91.35802469	33-2018A.csv	rec	KLUB	90	1	637
94.44444444	34-2018B.csv	rec	KLUB	90	1	548
82.60869565	35-2018A.csv	rec	KLUB	90	1	661
84.5410628	36-2018B.csv	rec	KLUB	90	1	603
97.2972973	37-2018A.csv	rec	KLUB	90	1	644
97.87234043	40-2018A.csv	rec	KLUB	90	1	497
88.54166667	4-2018B.csv	rec	KLUB	90	1	627
92.04545455	42-2018A.csv	rec	KLUB	90	1	367
89.23076923	43-2018A.csv	rec	KLUB	90	1	567
92.53731343	44-2018B.csv	rec	KLUB	90	1	749
93.33333333	45-2018A.csv	rec	KLUB	90	1	572
97.05882353	48-2018A.csv	rec	KLUB	90	1	486
85.90909091	53-2018B.csv	rec	KLUB	90	1	744
90	54-2018B.csv	rec	KLUB	90	1	740
94.92385787	55-2018B.csv	rec	KLUB	90	1	833
95.65217391	56-2018A.csv	rec	KLUB	90	1	416
93.48837209	56-2018B.csv	rec	KLUB	90	1	675
86.59793814	59-2018A.csv	rec	KLUB	90	1	737
95.15151515	61-2018B.csv	rec	KLUB	90	1	545
96.27329193	6-2018B.csv	rec	KLUB	90	1	444
97.43589744	63-2018A.csv	rec	KLUB	90	1	617
94.3877551	65-2018B.csv	rec	KLUB	90	1	495
88.37209302	67-2018B.csv	rec	KLUB	90	1	618
92.96482412	68-2018B.csv	rec	KLUB	90	1	494
92.85714286	7-2018A.csv	rec	KLUB	90	1	576
98.66666667	73-2018A.csv	rec	KLUB	90	1	434
100	8-2018A.csv	rec	KLUB	90	1	690
91.57894737	99-2018B.csv	rec	KLUB	90	1	656
90.14778325	02-2018A.csv	rec	KOPIJA	23	2	710
94.49541284	09-2018B.csv	rec	KOPIJA	23	2	675
87.37864078	10-2018A.csv	rec	KOPIJA	23	2	598
94.54545455	1-2018A.csv	rec	KOPIJA	23	2	584
96.33027523	12-2018B.csv	rec	KOPIJA	23	2	713
87.27272727	14-2018B.csv	rec	KOPIJA	23	2	680
91.4893617	18-2018B.csv	rec	KOPIJA	23	2	532
67.74193548	19-2018B.csv	rec	KOPIJA	23	2	867
90.37433155	20-2018A.csv	rec	KOPIJA	23	2	523
94.55782313	21-2018A.csv	rec	KOPIJA	23	2	934
93.40659341	23-2018B.csv	rec	KOPIJA	23	2	502
90.49773756	26-2018A.csv	rec	KOPIJA	23	2	723
93.59605911	31-2018A.csv	rec	KOPIJA	23	2	544
92.34693878	33-2018A.csv	rec	KOPIJA	23	2	563
93.44262295	34-2018B.csv	rec	KOPIJA	23	2	493
86.46616541	35-2018A.csv	rec	KOPIJA	23	2	693
80.45977011	36-2018B.csv	rec	KOPIJA	23	2	884
96	37-2018A.csv	rec	KOPIJA	23	2	756
96.44670051	40-2018A.csv	rec	KOPIJA	23	2	546
86.66666667	4-2018B.csv	rec	KOPIJA	23	2	638
90.04739336	42-2018A.csv	rec	KOPIJA	23	2	611
90.37433155	43-2018A.csv	rec	KOPIJA	23	2	655
90.72164948	44-2018B.csv	rec	KOPIJA	23	2	795
88.88888889	45-2018A.csv	rec	KOPIJA	23	2	673
94.79166667	48-2018A.csv	rec	KOPIJA	23	2	896
76.57657658	50-2018A.csv	rec	KOPIJA	23	2	598
83.78378378	53-2018B.csv	rec	KOPIJA	23	2	628
91.37931034	54-2018B.csv	rec	KOPIJA	23	2	897
92.40506329	55-2018B.csv	rec	KOPIJA	23	2	576
94.85981308	56-2018A.csv	rec	KOPIJA	23	2	492
89.61038961	56-2018B.csv	rec	KOPIJA	23	2	589
86.84210526	59-2018A.csv	rec	KOPIJA	23	2	605
93.5483871	61-2018B.csv	rec	KOPIJA	23	2	1067
95.29411765	6-2018B.csv	rec	KOPIJA	23	2	470
93.08176101	63-2018A.csv	rec	KOPIJA	23	2	539
94.44444444	65-2018B.csv	rec	KOPIJA	23	2	604
90.16393443	67-2018B.csv	rec	KOPIJA	23	2	699
96.42857143	68-2018B.csv	rec	KOPIJA	23	2	476
92.61083744	7-2018A.csv	rec	KOPIJA	23	2	766
98.8372093	73-2018A.csv	rec	KOPIJA	23	2	396
94.59459459	8-2018A.csv	rec	KOPIJA	23	2	765
96.38554217	99-2018B.csv	rec	KOPIJA	23	2	579
87.5	02-2018A.csv	rec	KOŠARKA	50	1	693
92.2705314	09-2018B.csv	rec	KOŠARKA	50	1	751
82.69230769	10-2018A.csv	rec	KOŠARKA	50	1	547
94.11764706	1-2018A.csv	rec	KOŠARKA	50	1	480
96.95431472	12-2018B.csv	rec	KOŠARKA	50	1	923
92.41071429	14-2018B.csv	rec	KOŠARKA	50	1	625
94.25287356	18-2018B.csv	rec	KOŠARKA	50	1	555
88.94736842	19-2018B.csv	rec	KOŠARKA	50	1	505
89.47368421	20-2018A.csv	rec	KOŠARKA	50	1	796
95.12195122	21-2018A.csv	rec	KOŠARKA	50	1	492
89.94413408	23-2018B.csv	rec	KOŠARKA	50	1	493
85.41666667	26-2018A.csv	rec	KOŠARKA	50	1	512
92.75362319	31-2018A.csv	rec	KOŠARKA	50	1	490
94.73684211	33-2018A.csv	rec	KOŠARKA	50	1	479
93.60465116	34-2018B.csv	rec	KOŠARKA	50	1	682
78.72340426	35-2018A.csv	rec	KOŠARKA	50	1	631
85.14851485	36-2018B.csv	rec	KOŠARKA	50	1	549
97.14285714	37-2018A.csv	rec	KOŠARKA	50	1	622
98.97959184	40-2018A.csv	rec	KOŠARKA	50	1	570
88.03827751	4-2018B.csv	rec	KOŠARKA	50	1	755
80	42-2018A.csv	rec	KOŠARKA	50	1	449
89.52380952	43-2018A.csv	rec	KOŠARKA	50	1	646
93.33333333	45-2018A.csv	rec	KOŠARKA	50	1	652
96.7032967	48-2018A.csv	rec	KOŠARKA	50	1	496
71.42857143	50-2018A.csv	rec	KOŠARKA	50	1	543
84.06593407	53-2018B.csv	rec	KOŠARKA	50	1	611
89.73214286	54-2018B.csv	rec	KOŠARKA	50	1	572
94.30379747	55-2018B.csv	rec	KOŠARKA	50	1	649
96.42857143	56-2018A.csv	rec	KOŠARKA	50	1	468
93.08176101	56-2018B.csv	rec	KOŠARKA	50	1	746
83.80952381	59-2018A.csv	rec	KOŠARKA	50	1	652
95.79439252	61-2018B.csv	rec	KOŠARKA	50	1	518
95.13513514	6-2018B.csv	rec	KOŠARKA	50	1	676
95.65217391	63-2018A.csv	rec	KOŠARKA	50	1	619
95.06726457	65-2018B.csv	rec	KOŠARKA	50	1	490
87.17948718	67-2018B.csv	rec	KOŠARKA	50	1	648
92.89617486	68-2018B.csv	rec	KOŠARKA	50	1	862
94.87179487	7-2018A.csv	rec	KOŠARKA	50	1	632
98.75	73-2018A.csv	rec	KOŠARKA	50	1	495
96.77419355	8-2018A.csv	rec	KOŠARKA	50	1	597
94.36619718	99-2018B.csv	rec	KOŠARKA	50	1	686
88.0952381	02-2018A.csv	rec	KUKANJE	12	1	683
91.76470588	09-2018B.csv	rec	KUKANJE	12	1	747
84.48275862	10-2018A.csv	rec	KUKANJE	12	1	608
95.37037037	1-2018A.csv	rec	KUKANJE	12	1	540
95.97315436	12-2018B.csv	rec	KUKANJE	12	1	698
93.24324324	14-2018B.csv	rec	KUKANJE	12	1	515
93.15068493	18-2018B.csv	rec	KUKANJE	12	1	699
90.50632911	19-2018B.csv	rec	KUKANJE	12	1	837
94.73684211	20-2018A.csv	rec	KUKANJE	12	1	822
95.3125	21-2018A.csv	rec	KUKANJE	12	1	441
90.90909091	23-2018B.csv	rec	KUKANJE	12	1	557
88.88888889	26-2018A.csv	rec	KUKANJE	12	1	700
92.39130435	31-2018A.csv	rec	KUKANJE	12	1	577
90.90909091	33-2018A.csv	rec	KUKANJE	12	1	1053
93.56725146	34-2018B.csv	rec	KUKANJE	12	1	656
77.35849057	35-2018A.csv	rec	KUKANJE	12	1	809
84.73684211	36-2018B.csv	rec	KUKANJE	12	1	635
95.91836735	37-2018A.csv	rec	KUKANJE	12	1	1088
98.61111111	40-2018A.csv	rec	KUKANJE	12	1	477
88.20512821	4-2018B.csv	rec	KUKANJE	12	1	934
90.29126214	42-2018A.csv	rec	KUKANJE	12	1	550
89.47368421	43-2018A.csv	rec	KUKANJE	12	1	941
91.30434783	44-2018B.csv	rec	KUKANJE	12	1	824
93.44262295	45-2018A.csv	rec	KUKANJE	12	1	691
96.47058824	48-2018A.csv	rec	KUKANJE	12	1	573
75.30864198	50-2018A.csv	rec	KUKANJE	12	1	805
82.87671233	53-2018B.csv	rec	KUKANJE	12	1	727
91.13924051	54-2018B.csv	rec	KUKANJE	12	1	652
94.77124183	55-2018B.csv	rec	KUKANJE	12	1	984
96.55172414	56-2018A.csv	rec	KUKANJE	12	1	510
93.5483871	56-2018B.csv	rec	KUKANJE	12	1	868
87.69230769	59-2018A.csv	rec	KUKANJE	12	1	1023
95.81395349	61-2018B.csv	rec	KUKANJE	12	1	622
92.55319149	63-2018A.csv	rec	KUKANJE	12	1	841
95.42857143	65-2018B.csv	rec	KUKANJE	12	1	563
88.73873874	67-2018B.csv	rec	KUKANJE	12	1	1090
92.85714286	68-2018B.csv	rec	KUKANJE	12	1	652
93.87755102	7-2018A.csv	rec	KUKANJE	12	1	617
98.93617021	73-2018A.csv	rec	KUKANJE	12	1	689
94.66666667	8-2018A.csv	rec	KUKANJE	12	1	881
92.41706161	99-2018B.csv	rec	KUKANJE	12	1	885
90.29126214	02-2018A.csv	rec	KUPANJE	83	2	936
92.53731343	09-2018B.csv	rec	KUPANJE	83	2	676
85.29411765	10-2018A.csv	rec	KUPANJE	83	2	692
94.77124183	1-2018A.csv	rec	KUPANJE	83	2	1055
94	12-2018B.csv	rec	KUPANJE	83	2	699
89.33333333	14-2018B.csv	rec	KUPANJE	83	2	727
90	18-2018B.csv	rec	KUPANJE	83	2	525
82.89473684	19-2018B.csv	rec	KUPANJE	83	2	515
89.33333333	20-2018A.csv	rec	KUPANJE	83	2	628
94.89051095	21-2018A.csv	rec	KUPANJE	83	2	460
91.17647059	23-2018B.csv	rec	KUPANJE	83	2	467
90.4109589	26-2018A.csv	rec	KUPANJE	83	2	595
93.86792453	31-2018A.csv	rec	KUPANJE	83	2	491
93.125	33-2018A.csv	rec	KUPANJE	83	2	825
93.87755102	34-2018B.csv	rec	KUPANJE	83	2	602
84.81012658	35-2018A.csv	rec	KUPANJE	83	2	716
79.72972973	36-2018B.csv	rec	KUPANJE	83	2	973
97.2972973	37-2018A.csv	rec	KUPANJE	83	2	663
95.71428571	40-2018A.csv	rec	KUPANJE	83	2	609
89.13043478	4-2018B.csv	rec	KUPANJE	83	2	597
89.85507246	42-2018A.csv	rec	KUPANJE	83	2	522
90.90909091	43-2018A.csv	rec	KUPANJE	83	2	585
91.42857143	44-2018B.csv	rec	KUPANJE	83	2	664
89.17525773	45-2018A.csv	rec	KUPANJE	83	2	664
95.09803922	48-2018A.csv	rec	KUPANJE	83	2	578
77.91411043	50-2018A.csv	rec	KUPANJE	83	2	501
84.05797101	53-2018B.csv	rec	KUPANJE	83	2	606
90	54-2018B.csv	rec	KUPANJE	83	2	714
93.87755102	55-2018B.csv	rec	KUPANJE	83	2	582
95	56-2018A.csv	rec	KUPANJE	83	2	468
93.93939394	56-2018B.csv	rec	KUPANJE	83	2	602
86.48648649	59-2018A.csv	rec	KUPANJE	83	2	892
95.38461538	61-2018B.csv	rec	KUPANJE	83	2	592
94.66666667	6-2018B.csv	rec	KUPANJE	83	2	486
93.06358382	63-2018A.csv	rec	KUPANJE	83	2	719
95.41284404	65-2018B.csv	rec	KUPANJE	83	2	583
87.96296296	67-2018B.csv	rec	KUPANJE	83	2	1485
94.73684211	68-2018B.csv	rec	KUPANJE	83	2	677
92.34693878	7-2018A.csv	rec	KUPANJE	83	2	631
99.28057554	73-2018A.csv	rec	KUPANJE	83	2	443
94.70588235	8-2018A.csv	rec	KUPANJE	83	2	670
95.45454545	99-2018B.csv	rec	KUPANJE	83	2	653
86.66666667	02-2018A.csv	rec	KVADRAT	34	1	779
92.90780142	09-2018B.csv	rec	KVADRAT	34	1	667
86.25	10-2018A.csv	rec	KVADRAT	34	1	575
93.75	1-2018A.csv	rec	KVADRAT	34	1	794
96.20253165	12-2018B.csv	rec	KVADRAT	34	1	762
92.0212766	14-2018B.csv	rec	KVADRAT	34	1	585
94.11764706	18-2018B.csv	rec	KVADRAT	34	1	641
90.74074074	19-2018B.csv	rec	KVADRAT	34	1	542
92	20-2018A.csv	rec	KVADRAT	34	1	503
96.03960396	21-2018A.csv	rec	KVADRAT	34	1	570
90.24390244	23-2018B.csv	rec	KVADRAT	34	1	535
86.2745098	26-2018A.csv	rec	KVADRAT	34	1	554
93.63636364	31-2018A.csv	rec	KVADRAT	34	1	533
91.66666667	33-2018A.csv	rec	KVADRAT	34	1	775
94.48275862	34-2018B.csv	rec	KVADRAT	34	1	931
81.81818182	35-2018A.csv	rec	KVADRAT	34	1	768
83.79888268	36-2018B.csv	rec	KVADRAT	34	1	547
96.36363636	37-2018A.csv	rec	KVADRAT	34	1	796
98.55072464	40-2018A.csv	rec	KVADRAT	34	1	580
88.58695652	4-2018B.csv	rec	KVADRAT	34	1	653
85.10638298	42-2018A.csv	rec	KVADRAT	34	1	467
89.65517241	43-2018A.csv	rec	KVADRAT	34	1	752
91.44736842	44-2018B.csv	rec	KVADRAT	34	1	672
93.15068493	45-2018A.csv	rec	KVADRAT	34	1	1470
96.90721649	48-2018A.csv	rec	KVADRAT	34	1	627
84	53-2018B.csv	rec	KVADRAT	34	1	971
91.54929577	54-2018B.csv	rec	KVADRAT	34	1	701
94.54545455	55-2018B.csv	rec	KVADRAT	34	1	770
96.07843137	56-2018A.csv	rec	KVADRAT	34	1	525
92.94871795	56-2018B.csv	rec	KVADRAT	34	1	1059
86.73469388	59-2018A.csv	rec	KVADRAT	34	1	784
95.08196721	61-2018B.csv	rec	KVADRAT	34	1	525
95.08196721	6-2018B.csv	rec	KVADRAT	34	1	648
94.44444444	63-2018A.csv	rec	KVADRAT	34	1	666
95	65-2018B.csv	rec	KVADRAT	34	1	693
89.3258427	67-2018B.csv	rec	KVADRAT	34	1	720
92.46575342	68-2018B.csv	rec	KVADRAT	34	1	551
96.77419355	7-2018A.csv	rec	KVADRAT	34	1	523
100	73-2018A.csv	rec	KVADRAT	34	1	592
94.50549451	8-2018A.csv	rec	KVADRAT	34	1	902
92.19512195	99-2018B.csv	rec	KVADRAT	34	1	1102
87.23404255	02-2018A.csv	rec	LINIJA	26	1	558
79.54545455	10-2018A.csv	rec	LINIJA	26	1	798
95.81395349	12-2018B.csv	rec	LINIJA	26	1	688
91.97860963	14-2018B.csv	rec	LINIJA	26	1	855
93.47826087	18-2018B.csv	rec	LINIJA	26	1	758
90.25974026	19-2018B.csv	rec	LINIJA	26	1	524
90.625	23-2018B.csv	rec	LINIJA	26	1	515
91.76470588	31-2018A.csv	rec	LINIJA	26	1	530
94.44444444	33-2018A.csv	rec	LINIJA	26	1	536
92.61083744	34-2018B.csv	rec	LINIJA	26	1	701
80.95238095	35-2018A.csv	rec	LINIJA	26	1	561
83.23699422	36-2018B.csv	rec	LINIJA	26	1	725
96.77419355	37-2018A.csv	rec	LINIJA	26	1	1062
97.61904762	40-2018A.csv	rec	LINIJA	26	1	633
90.19607843	42-2018A.csv	rec	LINIJA	26	1	560
92	43-2018A.csv	rec	LINIJA	26	1	683
92.14659686	44-2018B.csv	rec	LINIJA	26	1	517
91.56626506	45-2018A.csv	rec	LINIJA	26	1	816
96.92307692	48-2018A.csv	rec	LINIJA	26	1	905
73.13432836	50-2018A.csv	rec	LINIJA	26	1	670
85.29411765	53-2018B.csv	rec	LINIJA	26	1	798
90.5	54-2018B.csv	rec	LINIJA	26	1	1110
94.44444444	55-2018B.csv	rec	LINIJA	26	1	1337
94.73684211	56-2018A.csv	rec	LINIJA	26	1	540
93.37349398	56-2018B.csv	rec	LINIJA	26	1	724
83.78378378	59-2018A.csv	rec	LINIJA	26	1	645
95.02762431	61-2018B.csv	rec	LINIJA	26	1	834
95.65217391	63-2018A.csv	rec	LINIJA	26	1	647
94.58128079	65-2018B.csv	rec	LINIJA	26	1	617
91.03448276	67-2018B.csv	rec	LINIJA	26	1	675
93.2735426	68-2018B.csv	rec	LINIJA	26	1	532
93.69369369	7-2018A.csv	rec	LINIJA	26	1	966
97.82608696	73-2018A.csv	rec	LINIJA	26	1	571
93.45794393	8-2018A.csv	rec	LINIJA	26	1	840
94.24460432	99-2018B.csv	rec	LINIJA	26	1	538
90.27777778	02-2018A.csv	rec	LISTA	51	2	801
91.66666667	09-2018B.csv	rec	LISTA	51	2	520
87.67772512	10-2018A.csv	rec	LISTA	51	2	632
94.59459459	1-2018A.csv	rec	LISTA	51	2	620
94.73684211	12-2018B.csv	rec	LISTA	51	2	672
85.36585366	14-2018B.csv	rec	LISTA	51	2	497
92.23300971	18-2018B.csv	rec	LISTA	51	2	388
86.66666667	19-2018B.csv	rec	LISTA	51	2	726
90.69767442	20-2018A.csv	rec	LISTA	51	2	1019
92.51336898	21-2018A.csv	rec	LISTA	51	2	383
93	23-2018B.csv	rec	LISTA	51	2	452
90.23255814	26-2018A.csv	rec	LISTA	51	2	638
93.89671362	31-2018A.csv	rec	LISTA	51	2	477
93.04812834	33-2018A.csv	rec	LISTA	51	2	531
95.45454545	34-2018B.csv	rec	LISTA	51	2	517
80	36-2018B.csv	rec	LISTA	51	2	1460
95.85798817	37-2018A.csv	rec	LISTA	51	2	599
98.23529412	40-2018A.csv	rec	LISTA	51	2	762
85.8974359	4-2018B.csv	rec	LISTA	51	2	651
90.09433962	42-2018A.csv	rec	LISTA	51	2	396
90.85365854	43-2018A.csv	rec	LISTA	51	2	1417
90.90909091	44-2018B.csv	rec	LISTA	51	2	744
88.39779006	45-2018A.csv	rec	LISTA	51	2	530
96.47887324	48-2018A.csv	rec	LISTA	51	2	1241
76.63551402	50-2018A.csv	rec	LISTA	51	2	567
80.76923077	53-2018B.csv	rec	LISTA	51	2	638
89.47368421	54-2018B.csv	rec	LISTA	51	2	606
88.46153846	55-2018B.csv	rec	LISTA	51	2	976
95.37572254	56-2018A.csv	rec	LISTA	51	2	515
90.36144578	56-2018B.csv	rec	LISTA	51	2	501
86.46616541	59-2018A.csv	rec	LISTA	51	2	1284
95.3125	61-2018B.csv	rec	LISTA	51	2	512
94.52054795	6-2018B.csv	rec	LISTA	51	2	565
92.56756757	63-2018A.csv	rec	LISTA	51	2	736
96	65-2018B.csv	rec	LISTA	51	2	464
89.02439024	67-2018B.csv	rec	LISTA	51	2	646
92.72727273	68-2018B.csv	rec	LISTA	51	2	538
92.81437126	7-2018A.csv	rec	LISTA	51	2	717
99.26470588	73-2018A.csv	rec	LISTA	51	2	455
94.59459459	8-2018A.csv	rec	LISTA	51	2	1184
95	99-2018B.csv	rec	LISTA	51	2	680
89.9543379	02-2018A.csv	rec	ME?AVA	75	2	591
91.89189189	09-2018B.csv	rec	ME?AVA	75	2	654
87.27272727	10-2018A.csv	rec	ME?AVA	75	2	844
94.47513812	1-2018A.csv	rec	ME?AVA	75	2	565
96.62921348	12-2018B.csv	rec	ME?AVA	75	2	773
89.18918919	14-2018B.csv	rec	ME?AVA	75	2	561
92.15686275	18-2018B.csv	rec	ME?AVA	75	2	986
83.75	19-2018B.csv	rec	ME?AVA	75	2	684
90.38461538	20-2018A.csv	rec	ME?AVA	75	2	706
92.55319149	21-2018A.csv	rec	ME?AVA	75	2	572
91.01123596	26-2018A.csv	rec	ME?AVA	75	2	791
92.56756757	33-2018A.csv	rec	ME?AVA	75	2	604
96.19047619	34-2018B.csv	rec	ME?AVA	75	2	873
85.23809524	35-2018A.csv	rec	ME?AVA	75	2	549
82.45614035	36-2018B.csv	rec	ME?AVA	75	2	735
96.40718563	37-2018A.csv	rec	ME?AVA	75	2	727
98.6013986	40-2018A.csv	rec	ME?AVA	75	2	563
89.28571429	4-2018B.csv	rec	ME?AVA	75	2	842
90.11627907	43-2018A.csv	rec	ME?AVA	75	2	646
92	44-2018B.csv	rec	ME?AVA	75	2	713
88.43537415	45-2018A.csv	rec	ME?AVA	75	2	801
95	48-2018A.csv	rec	ME?AVA	75	2	547
76.69902913	50-2018A.csv	rec	ME?AVA	75	2	725
83.07692308	53-2018B.csv	rec	ME?AVA	75	2	686
91.4893617	54-2018B.csv	rec	ME?AVA	75	2	653
88.0952381	55-2018B.csv	rec	ME?AVA	75	2	682
95.02487562	56-2018A.csv	rec	ME?AVA	75	2	564
89.74358974	56-2018B.csv	rec	ME?AVA	75	2	725
86.02941176	59-2018A.csv	rec	ME?AVA	75	2	688
95.4954955	61-2018B.csv	rec	ME?AVA	75	2	556
95.74468085	6-2018B.csv	rec	ME?AVA	75	2	576
91.46919431	63-2018A.csv	rec	ME?AVA	75	2	585
95.65217391	65-2018B.csv	rec	ME?AVA	75	2	596
95.12195122	67-2018B.csv	rec	ME?AVA	75	2	860
92.95774648	68-2018B.csv	rec	ME?AVA	75	2	583
93.57142857	7-2018A.csv	rec	ME?AVA	75	2	651
98.75776398	73-2018A.csv	rec	ME?AVA	75	2	792
94.44444444	8-2018A.csv	rec	ME?AVA	75	2	552
95.91836735	99-2018B.csv	rec	ME?AVA	75	2	759
90.32258065	02-2018A.csv	rec	MEHUR	89	2	664
93.18181818	09-2018B.csv	rec	MEHUR	89	2	604
87.09677419	10-2018A.csv	rec	MEHUR	89	2	779
94.44444444	1-2018A.csv	rec	MEHUR	89	2	693
95.58823529	12-2018B.csv	rec	MEHUR	89	2	663
88.88888889	14-2018B.csv	rec	MEHUR	89	2	589
92.79279279	18-2018B.csv	rec	MEHUR	89	2	510
77.08333333	19-2018B.csv	rec	MEHUR	89	2	551
89.88764045	20-2018A.csv	rec	MEHUR	89	2	655
92.34972678	21-2018A.csv	rec	MEHUR	89	2	677
93.97590361	23-2018B.csv	rec	MEHUR	89	2	534
90.44585987	26-2018A.csv	rec	MEHUR	89	2	581
94.66666667	31-2018A.csv	rec	MEHUR	89	2	752
93.60465116	33-2018A.csv	rec	MEHUR	89	2	457
